review,recomend
"Amazing from start to finish. The game has a few issues with checkpoints that can be frustrating but other than it is easily that one of the best games I've played this year. A Plague Tale deserves to do very well, everyone involved has done an incredible job in every aspect. If you enjoy story-based, single player games and are sick of the garbage being churned out by the big studios trying then this is the game for you.\n\nGet. It. Bought.",Recommended
Can't believe Ratatouille: The Video Game is on steam!,Recommended
"[h1] A great storytelling experience [/h1]\n\nThis game is all about its [b] story[/b]. But despite its storytelling focus there is a lot of gameplay.\nThere's an [i] upgrade mechanic [/i], [i] ammo system [/i] and simple [i] ressource management[/i].\n\nThere are a lot of stealth passages and getting attacked is pretty much instant death, but it's not a horror game.\nThe game wears its heart on its sleeve.\nThe characters are lovingly designed and the story is tragic and beautiful.\n\nIt's 6-10 hours long and If you are looking for a very story driven game I highly recommend [b] A Plague Tale: Innocence[/b].",Recommended
"This is a really good game! \n\nThe combat can be very restrictive, but the story and other gameplay elements make up for the lacking combat. I highly suggest this game! Haven't adored a story telling game in so long. Glad I found this one!",Recommended
"This game was a big surprise of the year and it was better than I expected it to be. It’s also different, as I’ve never seen a game that is so attractive and fun before, I mean words may not be enough to express it but it really is.\n\nThe story is very intriguing and it somehow makes you want to play and know more about it as quickly as possible. The stealth elements are also well presented and utilized, it incorporates a rather simple but unique stealth approach which is different from other stealth themed games. The puzzle elements are excellent and the characters and environment are lovely and interesting, you can feel a deep relationship with them when you play as them. \n\nHowever if you suffer from musophobia, then you probably can’t play this game (I’m not joking when I said that). But if you’re fine, then get this game immediately and play it as it is definitely a hidden gem and worth your time.",Recommended
very good yes,Recommended
Very worth the price and time to play,Recommended
"Um, wow. Just wow. This game is absolutely amazing. If you're looking for a similar game to The Last of Us, pick this up! Definitely worth your money.",Recommended
"Closest thing to ""The Last Of Us' that you can get on PC.",Recommended
A very stunning graphic and story. Gameplay are awesome too.,Recommended
You'll be familiar with this game if you've played The Last of Us.,Recommended
"I would highly recommend playing this game, if you want a intriguing story about two siblings suriviving a Rat Plague during the 1340- 1400's.\n\n\nPros\n+ great story\n+good combination of abilities where you need to remember which abilities to use\n+ Interesting characters \n\nCons\n- short game gonna last at most 13 hours\n",Recommended
"Before playing A Plague Tale, my favourite game was The Last Of Us. But now the tables have turned and I can safely say this was my all time favourite single player experience I have EVER had the pleasure of experiencing. After the first 20 minutes I fell in love with the game and the characters. Some animations might be choppy here and there but my god what a ride!! Dark, Emotional, Gripping. Everything I want in a game, no game has hit those marks perfectly apart from this one... I have a new love for a subtle french accent and I want to rename my dog Hugo! Really Really enjoyed this one. would HIGHLY recommend.",Recommended
"If you enjoyed Hellblade: Senua's Sacrifice then you will enjoy this. \n   Gameplay: The game is probably the most stressful non-horror game I have ever played, and I loved that! The stealth and combat mechanics work well and I was always trying to find the most interesting ways to sneak by someone or kill them. \n   Graphics: The game is visually stunning, however the character animations are a bit stiff and feel out of place in such a well made game. \n   Sound and Music: Voice acting was great and so was the music. Everything fit perfectly.\n   Story: The plot moves along at a good pace I was always eager to see what was around the next corner, however many of the side characters and the antagonists were cliche. Also the ending, while entertaining to play, was rather disappointing compared to the rest of the game.",Recommended
"What an incredible game!\n\nI've not even finished it yet, and the story is so intriguing, you really feel connected to all the characters. The game looks BEAUTIFUL, plays well, smooth, never gets boring at all. \n\nI like the little things you can do that aren't related to the main quest - like collecting the flowers and putting them in your hair, or giving Hugo an apple lol.\n\nSolid emotional game, 10/10.",Recommended
"An amazing game with great storytelling, unique gameplay, art direction, and wonderful music. I didn't want this one to end.",Recommended
"Truly one of the most beautiful games I've ever played. My main criticism of this game has to be that the AI can be a bit wonky at times and I did experience some stuttering of frames but that't probably just my system. The overall story and detail that draws you into this world however can not be overstated. The puzzles can be a bit simple. The game as a whole is simply just an enjoyable experience, strongly recommend.",Recommended
Awesome story-driven game.,Recommended
"A Plague Tale: Innocence is a solid little AA 10 hour story-ish style game in 14th century France amidst both the 100 Years War with England as well as the Black Plague. The game follows the story of Amicia and Hugo de Rune, children of ~15 and 5ish years of age respectively, as they flee the plague and the Inquisition, a group that has purged infected villages and, for some reason, wants Hugo.\n\nGameplay is mostly sneaking around with some simple puzzles and a few simple weapons to distract or kill guards or rats. Amicia (your playable character) dies in 1 hit to anything, and killing many enemies requires them not being aware of your presence, so there isn't really a way to just plow your way through like many other stealth style games. There is also a crafting component to upgrade your equipment, although it could very easily have been replaced with periodic automatic upgrades throughout the story instead.\n\nThe story itself isn't terribly amazing, but the interactions between the characters are fantastic. Hugo is just a sweet little boy, and Amicia is just a teenage girl trying to keep her and her brother alive through a very dark time.\n\nOverall, I think if you like the general backdrop of Medieval France then the game is worth getting now. It's a little above a Recommended story style game, as you're almost constantly confronted by enemies of some sort, but I certainly wouldn't call it a ""normal"" game in terms of gameplay, making it quite a light and quick game, and so it's probably for the best to wait until its around a 50% sale.",Recommended
"A truly amazing story, a must have for those who are still into singleplayer games on PC.",Recommended
"TLDR: Great setting, but the developers play too much Tomb Raider. Not much of a story. No reason to care about the characters. \n\nA great setting with great characters that's completely bogged down by game mechanics. the gameplay is far too reliant on the rat mechanic.\n\nThey missed an opportunity for a great story game here. The opening sequence was amazing, but it didn't hold up. The story is pretty dull, i was hoping to see more horror and realistic scenarios of loss from the dark ages. The game also doesn't do much to set you up to like the characters who die. \n\nThe only character death I cared about was the blacksmith boy, but it would have hit even harder if we started to see a romance between him and the main character. \n\nAs far as mechanics go, they should have let us play as the other characters. There's one sequence where you play as Hugo, so we know that they have the ability to let us do that, and it would have been awesome to swap between the characters for different scenarios. \n\nMy guess is that this game was rushed out the door, and they didn't make the game that was intended. \n",Not Recommended
Had me at the edge of my seat,Recommended
"Overall a solid story-driven experience, although the gameplay itself isn't exactly groundbreaking.",Recommended
Fascinating story 10/10 Jocke,Recommended
"good story, good gameplay, very immersive\n12.4 hrs first playthrough, did not find all collectibles.",Recommended
I may have only played a short amount of this game but its  is incredible. We need more single player story based games like this,Recommended
"Loved every second of this game, Boss battles can be a bit rough tho :P\n10/10 Would recommend to everyone.\n\n\n\n\n\n\nAi can be questionable tho :P",Recommended
"Pros: \nGreat story\nGraphics (UHD texture pack would be nice though)\nVoice acting\nCharacters feel very genuine\nAnimations for the most part\n\nCons:\nMinor stutters from time to time\nGame crashed quite frequently, about 5-8 times on one playthrough, but it has very good autosave system so no progress were lost\nGameplay feels clunky sometimes\nIt's a little short compared to the price\n\nPeople online seem to compare this to The Last of Us (which is the most overrated game of all time), in my opinion this kicks its ass by a huge margin. Get it on sale, worth it.",Recommended
.,Recommended
"Great story that keeps you playing, not the most innovative gameplay and level design (has definitely it really good moments). But the environment, setting and the story pacing makes up for that big times. \nCan recommend for everyone that likes story driven games like Tomb Raider, Uncharted and the like.\n",Recommended
A very good and interesting game to play. Enjoy it a lot!!,Recommended
"A surprisingly enjoyable game! It's linear, as other have said, but it never got boring for me. Not a difficult game, but its very beautiful and has a good story. Pulled me right in. I also liked the way the game gives hints on what to do: the NPC's give you advice. And sneaking around as a 5 year old was a hoot!\n  The only real negative I could come up with, something that bothered me throughout the game, was the blank stare of the main character. While talking to NPC's, it never seemed like she was actually looking at them, just had that blank thousand yard stare.\n  Buying it on sale for $34, I felt like I got my money's worth. It's probably not good for an immediate replay, but in a month or two I plan to do it again.\n  Never played a game quite like this, but am glad I got this one.",Recommended
"Amazing story, amazing graphics, music was there. I didn't want to get off this game at night, I wanted to keep progressing. The nice small touches finding out backstory throughout the game is also a nice add.\nStory 10/10\nMusic 9/10\nCombat 8/10\nGraphics 9.5/10\n",Recommended
amazing story slow paced but worth it,Recommended
"one of my favourite games on 2019 up to now. amazing story, gameplay and graphical quality all throughout the game.\n",Recommended
"This game is absolutely beautiful.\nI haven't played a game that drew me in to the story, world, and overall atmosphere so well.\nSome of the stealth parts are really drawn out and intense, but the game rewards you with heart felt moments and a quality story to tell.\n",Recommended
"This game has great story and fantastic acting but the gameplay itself is merely okay. I am a gameplay over story type gamer so I will dedicate this review purely to gameplay, if you are a story over gameplay type person, you should absolutely get this game because in that aspect, it's great.\n\nThe basic gameplay in this is escaping from overwhelming threat, third person stealth and environmental puzzles. The escape from threat mechanics felt so heavily scripted that you never actually feel threatened. You basically follow a maze with no wrong turns or dead ends until you come across a cutscene. The stealth part of the game is the best part of it but feels weak compared to other stealth games, it's very forgiving, enemy AI is super basic and you end up with tools that allow you to bypass the stealth aspects almost entirely very early on. The environmental puzzles are very basic and will not challenge anybody, more often than not those puzzles are just annoying and feel like a waste of time.\n\nI didn't finish the game because I came across a game breaking bug towards the end of chapter 10. I read up on it and it turns out that replaying the chapter might fix it. I might have done that for a better game but as a game this title is quite average so I can't even be bothered.",Not Recommended
"I've never been so impressed by a game in my life, the graphics, the story line, the soundtrack, the characters, just everything about this game just took gaming to a whole another level. Every time I play this game I always forget that I'm even playing a game, it's just so immersive and intense. I don't really bother to write reviews on anything if I'm being honest, but after playing A Plague Tale: Innocence, I just had to... And to Asabo Studios, this game is a superb masterpiece , this was truly an incredible experience.",Recommended
Best story game of the year.,Recommended
"Absolutely wonderful!\nThe graphics, music, voice acting, level design, and story are some of the best i have ever seen. \nHighly recommended.\n",Recommended
gut game,Recommended
"Nothing beats a straight up amazing story, one of the best looking games I have ever played to date. Price is high but whatever, support these guys and pickup this stunner of a game!",Recommended
"This game is quite small. Up to 10-12 hours max. But i enjoyed every cutscene, every chapter, the story itself it is just amazing.\nAt the end, it comes a bit repetitive, but still, i ""killed"" the game in 1 day.\nIt's totally worth its money on sale, it's very interesting and fun to play.\nGraphics are very nice, the every detail in the game is sharp, and i didn't face any bugs in game.\nBravo, french team!\n10/10.",Recommended
very good game  this is a  good story,Recommended
(இ_இ),Recommended
nice game,Recommended
Trash.,Not Recommended
"It's a very good for it being shorter than the average length single player games, the story is amazing, with ups and downs through the whole game. My only issue is some of the chapters are very short. 9/10 recommend.",Recommended
"Yes, I made the bad guy get eaten by the rats! Yes i fled the rats! Yes I can control the rats! O No, I just got eaten by the rats! Fantastic story, great gameplay and rats rats everywhere!",Recommended
Excellent graphics.\nGreat story.\nVery atmospheric.\nAs immersive as any game I've played.,Recommended
"This game starts off good. The protagonist is great, the graphics are amazing, and the setting is fantastic. The gameplay, though, is nothing but one long escort mission. And most of the time, the one you're escorting is the brattiest piece of crap little brother you could find. The only reprieve you get from the escort mission is when you have to rescue the little brat after he gets captured because he was a little brat. Oh, and when you have to play as the little brat because he ran away and gave himself to the enemy because he was being a little brat.\n\nOh, and the game wants you to feel sympathy for the people you kill. If nothing else, this game reminded me that there are historical people that are actually worse than Nazis, so fat chance making me feel bad about killing the psychos. After chapter 12, the game becomes truly tedious. And of course, one of your friends dies because they didn't make sure the enemy was properly dead after having several tons of rocks dropped on them, so of course the enemy had no broken bones or anything and was able to recover in a few seconds and slaughter them, leaving you to play hide and seek since you can't kill them.\n\nI definitely regret having bought this at release, and am going to try to slog my way to the end since I'm so close, but it's so boring and tedious now.\n\nOh, and no replay value.\n\nReading the positive reviews and the forums, I feel like you people have never played a good video game before. Masterpiece? Brilliant? WTF is wrong with you people?\n\nEdit: Finished it after a couple of extremely tedious trial-and-error boss fights involving rat tornadoes.",Not Recommended
Great game good graphics,Recommended
"I gotta say this was a great story telling experience. The way Amicia and Hugo were pretty much strangers at first and now they rely on and love each other so much. The soundtrack is so well composed. From the soundtrack to the story telling and detail in the historical aspect of it all, anyone can tell that this game was very much a labor of love.",Recommended
"Even though it hat a few but bad (but short) parts, gameplay wise, at the end, it is perfect.\nEspecially technically this is one of the best games ever made. Which is extremely impressive if you look at the team size compared to other Triple A titles with high-end graphics.",Recommended
"There's not much to say about the game so this will be casual and short. From start to finish, just about everything in the game short of the facial animations is absolutely stellar. If it is ever in your budget, buy it. Youtube/Twitch Let's Plays will not serve as a replacement for playing this linear game yourself, and it is worth it if you like story-driven games with a mix of stealth and action, walking, and breathtaking sights to see.\n\nThe game in a normal playthrough will last you a little over 10 hours. 100% achievement completion will obviously take a fair amount longer than that. The visuals are some of the best out there - I'll address that more momentarily. The gameplay is mostly stealth-focused but you always have the option of getting into a little action (along with some fun on-the-rails action sequences). Boss fights are a little silly to be honest, even if they manage to look pretty badass at the same time. I felt they introduced characters in a jarring way normally... sometimes they become best friends with undying loyalty a few minutes after meeting. What did I do to deserve their kindness and goodwill in a dying world? Anyways, everything after introducing them is feels heartfelt and genuine. I feel like the ending leaves room for a sequel, although I am not sure we will ever get one. Nevertheless, the ending we get is satisfying.\n\nNow let me gloat over the visuals... They just might be my favorite of all time. With a gtx 1070 and running an ultrawide fix with a wider FOV at 3440x1440 I ran a consistent 40-50 fps on max graphics. Playing this game at around 45 fps for the extra visual boost was TOTALLY worth it for me. You can see it in the first 30 seconds of the game; a golden farm in the background with you at the edge of a forest in the thick of autumn and a small set of ruins nearby still lit by the mid-morning fog and gentle godrays/lightshafts. Almost every chapter after the intro has a unique setting... some breathtakingly beautiful, other grotesque, or twisted and almost supernatural. These are realistic graphics yet with a unique sense of style and identity. I would've bought this were it just a walking simulator. And lastly... the rats. They are a technical achievement and I hope the team is proud of what they accomplished with them. Again, you can only properly understand the feeling these rats give off if you play this YOURSELF, so [b]BUY IT[/b]\n\n\nSo yeah. Vermintide: The Pre-Sequel is a great game and is worth your money when it is in your budget.",Recommended
Good game great story and I absolutely love the music,Recommended
"Absolutely great game with a good story, amazing protagonists who have a very sweet brother-sister relationship, and awesome side characters that makes you really care for them and the gameplay is also very interesting and really unique. Took me about 13 hours to complete and I intend to replay both for the unlocks and for its natural replayability. 8,5/10",Recommended
"This game is amazing.\n\nA Recommended masterpiece. Great visuals, great gameplay, great story ... just great.\nOne of the best games i've ever played.\nThe gameplay is very well balanced, I don't even remember a point of frustration. The game mechanics are just what the game needs, no useless items, no complex crafting, just the tools you need to progress through the story.\nAnd the story... it's like anything else in this game... amazing, it will not offer hundreds of hours because it's a linear story but every second is worth playing it.\nI don't know if this game could support a sequel but we definitely need more games like this.",Recommended
"Up until thus far the game  has not disappointed me seen as the story line is not as predictable as you might think, the idea of a plague has a lot of factors that dictates what people would do to survive during a crisis and how even those who use to have power are over ruled by situations that are not in their hands nor in anyone else's. The puzzle's are not that extreme but can have numerous outcomes if you can use your imagination to work around it or just burn through it with no skill if you are just there so see how the story ends. Thumbs up to the developers and who ever thought  to have so much corpses of human or pig in one place... i like games that give you that horrific image of what might as well have been real during historical events.",Recommended
"I heard a lot of good things about this game but, sadly, was disappointed.\n\nIt wasn't all bad, definitely. The game was very pretty and had a good soundtrack, but unfortunately, I just couldn't connect to it. The story was meh; very weak at some specific scenes and overall quite predictable and cliché. The bad guy is just another power obsessed ugly old man; nothing intelligent about it. The scene where you're walking towards him right before the end fight was a little too cliché in my opinion. And no, I haven't spoiled anything; the story is so cliché that you weren't gonna be surprised anyway.\nThe controls are straightforward though, and the stealth puzzles are reasonably easy, though they sometimes require good timing.\n\nOverall 3.5/10 at most, unfortunately. I will be listening to the soundtrack every once in a while though.",Not Recommended
"This review is only my opinion. Please don't get triggered. \n\nStory is nothing special, and it's not emotional as well. Most of the supporting characters are quite shit. I wouldn't care if all of got eaten alive by rats. The enemy AI is close to non-existent. The gameplay is dull and repetitive and frustrating when enemies see you behind walls. Oh, the companion AI is also shit, sometimes breaking the game entirely and needing a restart because you need those dipshits to progress through a region. Graphics and music is very nice but good graphics is NOT a reason to buy a game so expensive. \nIf you absolutely want to buy this shit game, play it slowly maybe that will make it feel less repetitive. But yeah the game is not like everybody is talking about.",Not Recommended
"Although I have a few chapters left, I had to write this now in case I don't finish before the summer sale is over.  It's on sale and if you don't pick this up you are seriously missing out. 9/10 seriously a wonderful atmosphere, story, graphics, you name it.  The only con is the fact you have to play through the entire chapter....and if you miss something you have to replay the entire chapter to get it, and some are so long, so make sure you have a whole day open to play. Just get this game right now you won't regret it.",Recommended
Toasty plague. Only wish there was more to do in the plague!,Recommended
"I knew when this game was announce that I would love it, and I can say that I was not disappointed. This is a beautiful game, the story at the very start captures you, the atmosphere is beautiful, the sound track is amazing and it goes very well with theme of the game, and the gameplay is very fluid as well. All in all I would give the game a 10/10.",Recommended
"While there's not particularly much gameplay here, it was still a fun story to follow along with",Recommended
Linear story-driven game. Very enjoyable story.,Recommended
"great game play, amazing story.",Recommended
"This is an incredibly beautiful game, that has many heartwarming moments. The voice acting is average but this is not a complete deal breaker.",Recommended
I love this game just because the piercing French English.,Recommended
"Really fun story, gameplay was also really fun, a few times my companion glitched and would just stand still forever even if i said to follow, the companions can sometimes be annoying but thats in every game. Ending kinda made me wanting more but was satisfied none the less. The puzzles were on the easier side but still fun. Overall a terrific game 9/10.",Recommended
"Overall great game. Linear story driven adventure with likeable characters, stealth gameplay, and puzzles involving moving objects or interacting with light sources to get around guards and swarms of rats. Some of the stealth sequences and puzzles can become repetitive by the end but overall the game does a good job of increasing the complexity and giving you more options throughout.\n\nThe main characters (15 year old Amicia and her 5 year old brother Hugo) provide a nice contrast to the horrors of war and plague around them and I found their dialogue and interactions to be well written.\n\nThe music in the game was also very well done, setting the tone for each scene.\n\nNever encountered any technical issues or crashes and game looked very good visually. I played on an I5 3570 CPU and a GTX 1070 GPU on high settings with no problems.\n\nIf you like games like Hellblade or the Last of Us, you'll enjoy A Plague Tale.",Recommended
"This game comes highly praised, and rightly so. A Story driven adventure set in France during the Black Death, sees you play as Amicia and Hugo, young siblings trying to escape from the Inquisition, a seemingly unstoppable plague of hungry rats as well as the dreaded Black Death itself. It's tense, and fun with a nice combination of stealth and action, the latter using alchemy later on with some cool results. \n\nIt's a very well polished game. Well written with top notch voice acting, a good soundtrack, excellent visuals with stunning art design and a real bleak, heavy atmosphere. Worthy of a second play through too, if only to find all of the interesting collectables littered throughout.  \n\nRecommended.",Recommended
"One of the best games of 2019, from the graphics to the story and characters, to the setting, to the acting all of it is amazingly well done and the use of the black death as the backdrop for the story is so unique and original, I absolutely love this game and I hope this studio does more like this or possibly even makes a sequel set in the same universe it would be awesome.\n\nHighly recommended it is definately a instant classic and amazing feat for an indie developer to pull off\n\n9/10",Recommended
"I am still in the midst of playing but so far it's been great. The ""combat"" is not the greatest but once you have the ability to craft additional items it's not as bad. I did not get this game for the action aspect but for the story and it h has been well worth it so far.",Recommended
Is that the french The Last of Us game? Outstanding work from a small and talented team at Asobo Studio.,Recommended
"Wow, I was really debating getting this game. I'm so glad I did.\nThis game is just truly one of the best single player story's I\nHave ever played. The gameplay and puzzles are smooth. The \nGraphics are amazing. And the immersion is top notch. This is \nDefinitely a puzzle stealth game. And I like that. The story is\nAlso just top notch. The way the game uses concepts and\nTeaches them to the player is also so immersive. So almost 10\nhours in I finally beat this AMAZING GAME. The characters are\nso well written. The story was also just a heart wrencher. \nif you are looking for a single player story driven game this is the\none to buy.\n\ntl;dr buy this game its great!",Recommended
"A 10 hour long game that feels like 50 and makes you wish it were 100, no words can really give justice to what the brand new Asobo Studio have accomplished. It looks exactly like the screenshots, the soundtrack is heart wrenching and the plot is a multi facet'd journey of an older sister keeping her brother alive. At least that's the first half of the game. As the brilliant plot unfolds, your brothers survival is less a matter of family and more about the fate of the world.\n\nWhat's important to note however is this is not about 'the' plague. It's set at the same time and is a different take. Similar to how you could say Skyrim is set in medieval times but with dragons. \n\nThe game is at times horrifying, beautiful, sad and uplifting.\n\nThe graphics are just above and closest comparable to what I saw with Mafia 3, but there is absolutely no performance hit. I have a GTX 1060 and although the introduction sequence was laggy, the rest of the game ran on ultra like a dream. \n\nBuy at full price, I am very keen like many others to see what else Asobo can come up with in the future. If Plague Tale: Innocence is just the beginning, the standard of story-driven games is about to change.\n\nMy one gripe is unfortunately a spoiler so go read someone else's review if you haven't bought it yet!\n\n[spoiler]More people should have died, unless they are marking this up for a sequel (which i honestly don't think is possible or necessary) the last act would have been 100x more effective if it ended up being just Hugo and Amicia left. The happy ending too was a little meh for me just coming out of the literal hell that the plague caused.[/spoiler]\n\nEDIT: A lot of negative reviews talk about the pace and the puzzles and they're absolutely right. The puzzles are not particularly difficult and sometimes there are time-wasting activities but at no point did I find the game 'boring'.\n\nThe 'time wasting' activities always have dialogue and they are often excuses for character development. Basically an interactive cutscene. The Witcher 3 and many other single-player games would rather the player pad out their time fetching shit across the map which is much less interesting. \n\nTomb Raider is boring and bogs you down with puzzles, unlike this game which takes some cunning and even sometimes difficult choices to get past a situation.\nI couldn't get past 2 hours of Hellblade because Senua moved at 3mp/h. Compared to those two (which this game is a hybrid of), Plague Tale still comes out on top I feel. Plague Tale definetly stands on its own now though.",Recommended
"I can't rate this highly enough.\n\nWhile some of the mechanics can be clunky or cumbersome at times this has the most engaging and moving story in a game since Witcher 3. no this game isn't historically accurate, and yes it goes off the rails and goes damned near crazy towards the end. This is a deeply engrossing game that I no-lifed over the course of two days.\n",Recommended
Really beautiful game. One of the better story driven games. Game paste is just keep you going and going till the end. Graphics and land scape are so amazing to look at and to company with fitting music. I hope there are more games coming from Asobo studio.,Recommended
Great story and gameplay!,Recommended
"I honestly done have any words to say for this game other than it's amazing. I'm about 2 and a half hours into it and i'm completely invested in the plot and characters! For those of you that have played Hellblade, you will totally understand how i feel about this game.",Recommended
Very good stealth game but not to difficult.,Recommended
"I devoured this game in one sitting.  Or did the game devour my time and I woke up somewhere on the right end of the Ratpocalypse.  \n\nWe may never know. \n\nThis game is legit.  There will be a few moments that frustrate and the controls seem more suited to a console controller than keyboard and mouse, but none of this detracts from a compelling storyline with great characters. \n\n10/10 will run through plague ridden Europe with a sick boy and a slingshot again.",Recommended
Just finished and enjoyed it to the max.\nReally nice to look at didn't notice any graphical flaws\nDeep and interesting story although some parts were left unexplained but didn't bother me towards the ending.\nHoping there will be a second game and the ending felt like it was leaning a bit towards a continuing,Recommended
perfect,Recommended
The game that we should try if this game is discounted. hahaha\n,Recommended
A really good game with a nice story so far.,Recommended
Yea,Recommended
Its good Ny-Quil.,Recommended
It has some good mechanichs but it gets a bit repetitive atm. Very well made though,Recommended
"Extremely catchy, brutal atmosphere, interesting puzzles and great stealth. Only the graphical performance could have been optimized slightly better but... Ubisoft could still learn from these guys. 9/10",Recommended
"Great game and great story so far i'm enjoying it, as i knew i would after playing hellblade senua's sacrifice",Recommended
"Games like this one have become rare. \nIt has all the important aspects of story driven games. Awesome atmosphere, strong story and believable characters.\nI strongly recommend this game to anyone interested in story driven single player games.",Recommended
dwa,Recommended
"Awesome game, great graphics. Love the story so far",Recommended
Deep stuff,Recommended
Great story and fun game mechanics. I recommend it to anyone who loves story driven games and great visual effects.,Recommended
Good game.,Recommended
Great atmosphere! Beautiful game!,Recommended
"A gritty game that will surprise you. The story is fantastic. It engages you from the beginning. I started it and wound up playing it the entire evening. \n\nThe characters feel like real people. The voice acting, the music, the game-play, all of it is memorable and engaging. Although most of the game is stealth, as a player you feel the way the characters feel. You feel the horror of their situation.  \n\nTruly one of the best story-based games I have played in a long time. If you enjoy quality stories with engaging stealth game-play, this is a game for you.",Recommended
"Pros:\n\n- Story was fantastic\n- Art style is great\n- Easy to grasp controls\n\nCons:\n\n- Slightly buggy\n- Easy to miss alternative choices (eg, saving a life)",Recommended
"I really loved the story and game play for this game, but I will admit that it did feel a bit easy. The sneaking element is almost not needed once you upgrade all your gear. I do understand that the game is more challenging if you sneak, but half way through you can literally just wreck soldiers with the sling, so some sneaking elements are lost. \n\nIn regards to that, the story is phenomenal and was very hard for me to put down. I beat it in two sittings and have already started another play through to get the achievements. \n\nHighly recommend.",Recommended
"Really fun story game, I enjoy it",Recommended
Great game!,Recommended
"Storytelling is incredible as is the gameplay, this is a game you cannot miss!\n \n10 out of 10 would recommend",Recommended
The story is truly engaging and the mechanics work really well. it is absolutely worth buying this game.,Recommended
"Good story with likeable characters. Visuals, music, lighting and narrative combined to helped create a immersive world. Controls are on par for this type of games, although some crafted items will have very little use depending on your play style.\n\nThe world is not an opened one, where (sometimes) conspicuous borders on landscapes and street dead ends bounds the world around you. On vast open grounds, enough detailed visuals are placed far away that you don't feel too bounded, but still know that you are funneled down a path.\n\nSome of the characters are undoubtedly less memorable because they make less of an appearance in the entire game. The rest of the characters are largely enjoyable to listen to during their interactions.\n\nIn general, going stealth is the usual way to go, because as soon as you are relatively close to the enemies, out numbered and spotted, things end quickly for you. It is not a difficult game, so anyone who is a regular gamer should have no trouble completing the game.\n\nYour companions helps out as you pass orders to them on various sections of the game, which actually helps you care for the characters and enhances their character, so that you don't simply treat them as inorganic objects.\n\nIn my opinion, in a heavily story-driven game, replayability is less of a concern, and sometimes additional contents in an attempt to increase replayability is counter productive in such games. And this one is on the right ball park in my opinion, it has low replayability, where one might want to replay for completing achievements by discovering secret collectables that gives additional information about the world. But they are not straightly necessary to enjoy the game, or too important for the story telling, so only really keen achievement hunters would go after them.\n\nHowever, even though this game is good in a lot of the ways, it lacks a little x-factor that can make a game great. There is simply nothing ground breaking about this game. And given the style, story, gameplay combination, I think it is quite impossible to make this game any better than it already is.\n\nOverall the game feel well polished and attention had been paid to details which I greatly appreciate. (Kingdom Come: Deliverance is the great example in recent memory that exhibits less than ideal resources in the polishing department) The style of game play is tested and tried. The story is interesting although not surprising. I also enjoyed the story-telling, atmosphere and world of the game. Great effort from the developers, I will be keeping an eye on them for further developments.\n\nAll in all, I give it 8/10.",Recommended
"Fantastic, Outstanding and Rich this game is truly a masterpiece! From the gorgeous graphics to the gorgeous story telling this game kept stirring my emotions. Voice acting is beautiful, gameplay is satisfying and visuals are stunning. \n\nIt's a must have \nFor a story driven single player game i rate it 10/10 Recommended.",Recommended
"great game, lovely characters and a breathtakingly atmosphere and beautiful story",Recommended
"Let me start out by saying that the story line was immersive. I was deeply involved in the characters. Their stories drew me in and kept my attention. If you are a gamer that likes a lot of stealth games you will love this game. At times I got frustrated because I couldn't save manually and only autosave at checkpoints.The game is divided into Chapters. If I progressed to a point in a Chapter and was killed, I had to go all the way back to a previous checkpoint. That was frustrating especially if I had reached a difficult point, gotten past it and then died right before the game saved at the next checkpoint. Some Chapters were easier to get through than others. I used a keyboard to navigate the game. It may have been easier to use a controller. I admit I didn't switch over and that may have made it more difficult for me. I felt the ending was weak. The build up to the ending was involving, engaging, dramatic, but the end was a let down. The story drew me in, got me involved in the characters and their well being but the end left me hanging. I needed a resolution, like what happened to the characters after all was over, how they went on with their lives, what happened to the plague, to people, etc. I still recommend this game. The developers could have made a stronger ending, though.",Recommended
"With surprisingly good graphics and a brutally gripping story, this game is quite captivating. It is a fairly linear experience, though, with very little exploration. Controls can feel a bit clunky at times, but not as much as in some other games. I'm not far into the game, but there has been a minor puzzle solving aspect to it as well, including in one of the few combat scenes. The linear adventure games generally aren't my cup of tea, but this game does it very well.",Recommended
Story driven and a great game! Perfect medieval atmosphere.,Recommended
"I really like this game. Interesting story, memorable characters and dark gloom atmosphere with great graphics and levels design.\nGameplay is more controversial and mostly consists of easy stealth with stupid enemies and environment puzzles.",Recommended
"Starts out a bit weak but gets better as you go along. ""Hellblade: Senua's Sacrifice "" is an overall much better game though, if you're tossing up between the two.",Recommended
great game to play and really enjoyed it was well made and would suggest anyone interested in getting it to get it you won't regret it.,Recommended
This game was fucking awesome,Recommended
"Nice story and characters, good not too challenging gameplay. Got immersed in the game immediately. I did and still do hate rats.",Recommended
"Very good story, nice characters and voice acting, amazing graphics... can't go wrong with this one :D",Recommended
Darkly beautiful game with a darkly beautiful story.,Recommended
"Wonderfully moody adventure. I quite enjoyed my time through this, it was a visual and emotional journey. Some gameplay quirks along the way, and ultimately I was expecting more of a big reveal later with the story but overall a really nice game. Highly recommend playing with french voices and subtitles of your native language. The voice work was very well done. \n\n",Recommended
