review,recomend
"damn good game, if only resident evil 5 let you change to just laser instead of the giant crosshairs like this game",Recommended
One of the best games ever.,Recommended
"I hear so many good things about Resident evil, especially 1,2,4, and 7. I got 4 and the second I started playing I noticed what many had complained about. You cannot move the characters direction with the mouse. The mouse turns camera view but to turn the character you must press a and d. So your often pressing w,a, and d which did not sound so bad to me. It is really difficult and I only played 15 minutes. The game just started, I assume I would die over and over before I can get the hang of controls. I bet its an awesome game and I really wish I could play it but I cannot.",Not Recommended
"GAME CRASHES EVERY TIME I GET TO THE MAZE IN THE CASTLE! I swear, every time I get to the maze, the game will freeze up and crash. Sucks cuz this game is great, but if it keeps crashing, I can't continue at all. I've uninstalled it and reinstalled, reset my computer and reinstalled Steam, but it still crashes all the time. I like the game, but I can't recommend a game that crashes constantly to someone.",Not Recommended
Still my favorite of any of the RE games. Ushered in the new over-the-shoulder mechanics and still kept the creepy feeling from the older games. Always will recommend for a good classic zombie shooter,Recommended
For me resident evil 2 will always be the best.\nResident evil 4 is almost as good.\ngritty story line and lots of action.\na worthy game to add to your library.,Recommended
"Oright..  I'm one of these guys who likes the classic RE more than the new ones. With that said, I find RE4 one of the best games there is.\n\n Few problems I wanna present to both costumers  and  support.. ""wha'er youu buyyin? Stranger.""\n\n 1)  Game goes into slow mo in some areas in=game.  \n2) After 20 hours of game play Im runninng some issues like missing files and game wont start. \n...\n\nOverall: Buy the game.. you will get hooked once you start.\n\n#leon #HELP #LEON !!!",Recommended
Good Game,Recommended
Nostalgia. Game HD nya oke banget. Kalo bisa di upgrade lagi hd nya biar lebih mantap.,Recommended
"The VERY best RE following Macho Man Dime Deluxe Leon Kennedy in his journey to save a hot chick whos also the presidents daughter. You can easily play through this game 100 times. Good for speed runners, good for killing time, EXCELLENT story, the defining RE gameplay mechanics, truly a masterpiece from the old generation of gaming. MUST PLAY.",Recommended
"In my opinion this game has aged extremely well (It has been revisited too so that helps), this game was a major change up to the resident evil franchise and introduced a whole new combat system. One of my favorite games ever made I felt it had a nice balance of horror, action and survival which set it apart from similar games of its day like silent hill. One of the only cons I couls see on the PC version was the mouse seemed slow when aiming so I switched to controller, from there I had no trouble but I read you can easily modify the ini to rectify this. I completely recommend this to newcomers to survival horror or as a good start to the resident evil family. 10/10 would peek up ashleys skirt again.\n\nEdit: I might add some of the cutscenes tend to be very grainy, for me it seemed especially so on the separate ways campaign.",Recommended
"I really enjoyed playing this game except for the quicktime events....i fucking hate quicktime events. Its where about 90% of my deaths came from XD. Its a bit more faster paced than the first 2, which made it more of a mix between action and strategy. So hey if your a fan of Resident Evil games, give this one a shot...you wont be dissapointed. Also when you beat the game your get 3 extra bonus games to play through....pretty fun as well and just adds to the story we all love.  so upgrade those weapons and kick some zombie mutant ass and of course save the girl.",Recommended
Come play as me i'm waiting .. There's a chainsaw guy who keeps screaming so be careful you don't get my head cut off thank you.,Recommended
"Fix this game, it doesnt work right on windows 10, slow motion fps, off script, crap! I can play resident evil 5 at 30 fps. Fix the game, its broken, doesnt make sense,",Not Recommended
"Without doubt the best survival horror game of all time, Resident Evil 4 is virtually unrivalled in terms of replayability, storyline, action, suspense and thrills. It is a game that pulls you right into a different world, facing enemies of varying difficulty and strength that you had never imagined before. The survival instinct is there right from the start and right until the end as you often find yourslef outnumbered by your enemies and outarmed as ammo becomes more scarce throughout. There is always something new in each chapter and every move leads to something that you least expect. This game for myself and many others is the definitive Resident Evil game. It doesn`t try to be anything else, it solely provides the ultimate survival horror experience you won`t find anywhere else. Adn the included ""Mercenaries"" mode will keep you entertained for weeks on end. The best computer game I have ever played, my only criticism would be that it will always leave you wanting more, despite at times forcing you to question your own sanity and willpower.\n\n\n10/10",Recommended
Starts out horrible with bad graphics and worst keybindings in the game but gets exiting pretty fast and cool bosses! If you survive the frustration of the first 2 hours its worth it !,Recommended
Crashes... appears to have incompatibility issues with Windows. Haven't even been able to boot the game. Temp negetive until further notice.,Not Recommended
"I finished this game about five times. This should really tell how i feel about this game. It was great back in 2005, and it is still great and even more epic with HD textures and 60 FPS. Action, level design, pace, horror elements, everything is at its best for an action horror game. It's the best god damn Resident Evil game ever made period.",Recommended
good,Recommended
"Drain's playlist for Resident Evil: https://www.youtube.com/playlist?list=PLGYTSvZvuRkEDLQcfCpDuYog7MJQMQnuG\n\nOriginally an exclusive to the Gamecube, Resident Evil 4 has become a classic in horror gaming. While I don't consider this to be the height of glory for the genre, it was definitely when horror started to get really good. Many would say this is the best Resident Evil in the franchise. While I would vote 5 for that; I can't deny that 4 is still good, and it came first, allowing 5 to innovate on many things 4 introduced first. Both of these games also have the best partner systems in gaming, which should have become the standard, but was instead forgotten, even by its own series.",Recommended
best resident evil game hands down. I haven't played 7 yet so I'm not counting that one.,Recommended
"I can't really say anything about this game that hasn't been said. All I can say is that this is one of my all-time favorites and I believe it to be one of the greatest action games ever made. The game still holds up amazingly well 12 years after its release, especially with the small texture updates and 60 FPS action. I've seen some people complain about how the game runs on their PC but it runs perfectly fine on mine, and my PC isn't too high end. \n\nIf you are one of those people that have somehow managed to never play this game - just keep in mind that the controls might take some getting used to when compared to modern third-person action games. Since this game was a pioneer in the third-person action genre, being one of the first to implement an over-the-shoulder view for aiming,  the controls aren't as easy to get into as they would be if it was made today. While some gamers view the somewhat stiff control as a bad thing, I think it is an essential piece to what makes this game great. It adds an extra element of strategy and tension. Since you can't move while aiming, you need to consider the best way to position yourself and when to fire your weapon. If this game had amazingly fluid control, all of the tension, suspense, and strategy present in the combat would be gone. \n\nBuy this game. It's too good.",Recommended
One of my MOST FAVORITE SURVIVAL HORROR GAME of my life since 2005 4EVER! Stranger!\n10/10 #RECOMMENDED !!,Recommended
"Kind of a rough port and has some difficulties running on newer PCs but still worth your time. Many people already know this game and for those who don't I'll mention a few reasons why this game great. First of all it's super corny in the most charming way possible. Leon has so many nonsensical one-liners that basically define the ""It's so bad it's good"" saying. Next the gameplay, although it is kind of clunky and definitely dated it's still really engaging and a lot of fun. The best part is difficulty mechanics it doesn't outright metion. If you do really bad at the game or are struggling at a part yhe game will get easier without telling you, and likewise if you are doing a great job it will get more challenging. This is a game that set the franchise in a new direction and is full of charm and creative ideas. What more is there to say? RE4 is an amazing game.",Recommended
absolute shit,Recommended
Needs more achievements lol,Recommended
"By far one of the greatest horror survival games of all time. Resident Evil 4 is simply a master piece. Highly recommended, but to obtain the best experience I implore you to play it on a console as the PC port is poorly optimized and clunky.",Recommended
its  not scary at all\nbut im ganna say i love it\nthe story and game play is nice 8/10\nits nostalgy for me anyway  \ngl  playing it!,Recommended
I've bought this game like 4 times.,Recommended
"The game is still the same, nothing extra or changed from the original masterpiece. For those who never played Resident Evil 4, this port is a solid option, the only problems are the few missing graphical effects and the extra bugs caused by the 60fps mode.\n\nThis port, unlike the old 2007 PC port, do have full mouse and keyboard support, although for most people it seems controller is still a better option. I personally much prefer playing this game with mouse and keyboard, guess I'm one of those few aliens on Earth that can play this game better with a keyboard and mouse.\n\nOverall, highly recommand to those who never played RE4, but if you own and played RE4 before, there's not much reason to buy this version.",Recommended
Probably the best Resident Evil game to date!!!!!!!,Recommended
The chainsaw guy is funny,Recommended
"This game was my childhood and will forever be my favourite game, this game is just so god damn fun!",Recommended
Simply fucking amazing. Worth every penny especially during a sale.\n\n,Recommended
"very buggy, the ps2 version is better, in the pc version on the other hand, enemies get stuck repeating the weapon draw motion, door kicking doesnt work, and on the lake monster, leon wont pick up a harpoon to throw, he does the animation, but no harpoon is in his hand, and when you throw, as you would think surely assume, it does the animation but doesnt throw a spear, no damage done to the lake beast,  a ton of damage done to me, ive tried relogging and nothing helps. i do not recommend this game ON THIS PLATFORM, its good anywhere else.",Not Recommended
"I played this game on the gamecube and I loved it.\n\n+ cool gameplay\n+ story is somewhat ""Meh"" but the development of the game is very well made\n+ Nice action game, not really scary\n+Challenging\n+ new game + is always the best feature. It ensures replayeability\n+ nice variety of weapons\n+Nice variety of Enemies\n+ Nice variety of Items\n+Nice variety of scenarios\n\n- QTE will make you furious\n-COntrols are hard to get used to\n-HD resolution maybe. but textures are horrible\n\nI'm having troubleplaying this game: constant crashes and freezing. (yes i already looked for fixes but nothing seems to work for me, and also im getting tired of looking for fixes in stupid ports)\n\nSadly I don't seem to be able to play it on a PC. Constantly crashes. i Just had to reset my PC cause it froze everything. Now its not even installed.\n\nGreat game if you are able to play it. I would not recommend this PC version because you might have trouble playing it.",Not Recommended
Never bored to replay this,Recommended
Great Game,Recommended
"Amazing , nothing else to say .",Recommended
Where does he keep that briefcase?,Recommended
Grew up with Resident Evil. Can't say a bad thing about the game.,Recommended
"I really wanted to play this one... but it crashes to desktop almost constantly, even after going through the recommended procedures from various forums to expand its memory allocation.  I'd say if you can get it running, definitely play it, but only if you're brave enough to crack into the game's files to get it running.\n",Not Recommended
"One of the best games Ever, and a MUST HAVE! But when will we get English subtitles?",Recommended
yes please.,Recommended
The puzzles were designed to cater to someone going full retard and the gameplay does get progressively weaker as you reach each new area. However I've completed it about 94375683469684596 times and it's still fun to go back to.\n\nPS RE5 and RE6 are not worth buying and injecting them with cancer may actually improve them.,Recommended
After a long time of not knowing what to do to play it on window 10 i got it to work <3,Recommended
I Like it ! 10/10,Recommended
this game make me gay,Recommended
A game so good it's not even cool to hate.,Recommended
"F*ck Ashley, f*ck Ashley, f*ck Ashley! Other than that, amazing game once you get used to the super cluncky controls.",Recommended
A must have game. 10/10 would buy again.,Recommended
I love this game. Sucks it couldn't run on my laptop. Will change my recommendation once CAPCOM fixes this. \n\nWin 10\nGTX 1060\nIntel 7th Gen\nASUS,Not Recommended
Remember the old PS2 days.... and now on steam.....,Recommended
"I've beat this game more times than I can count over the past 13 years across three consoles, and it never fails to be fun",Recommended
"FPS keep dropping to much when lots of people around. Gameplay is pretty average, storyline is good. Overall not my favourite resident evil game but not terrible. If they improved the combat control a little bit more and game depth then it would be a lot better",Not Recommended
"A fantastic PC port. The new HD textures aren't really that great but a mod (RE4 HD Project) remedies that. \n\nThe keyboard and mouse controls are extremely fluent, the mouse aim being even better than the Wii version.",Recommended
"The game never started, tried everything. gfkyrslf capcom",Not Recommended
"tl;dr 8/10 pretty darn good\n\nThis game is truly fantastic. It finds a sweet spot between action and horror and does many things well, though some other things may not please everyone.\n\nThings that tasted real good mmm yeah:\n\n+Some good creepy vibes, especially in the first area and some parts of the latter areas.\n+Clunky controls for aiming and maneuvering that really add to the tension of the combat but don't make the game frustrating or un-fun.\n+A clever, Tetris-y inventory system that is limited in a way that isn't frustrating or annoying like weight limits.\n+Some damn good music that goes a long way in making this game scary.\n+Scary and somewhat intelligent enemies (at least compared to zombies).\n+Real good level design. Environments are interesting and fun to explore, and for the most part things don't get stale.\n+Some clever puzzles.\n+Minor bonus content and replayability.\n+Boatloads of classic RE cheesiness!\nAlso, it's just plain fun.\n\nAnd now, some things I didn't like all that much but ultimately are somewhat minor, nitpicky points that may or may not affect you:\n\n-Some parts of this game are hilariously over-the-top (for example, cultists in a medieval castle equipped with rocket launchers and a gatling gun). This point could actually be a negative or a positive depending on your sense of humor.\n-After the halfway point, the game starts to lose focus and becomes less creepy and more silly and stupid. (In terms of gameplay, story, and theme/tone).\n-Quicktime events are used too much (especially some during cutscenes that result in instant game-overs).\n\nOverall, this game is great. I certainly enjoyed it, but hardcore, classic-RE horror fans may not as much. Even then, though, it's a definite good time and an example of solid game design.",Recommended
i wish every game was this game,Recommended
This is a MUST play!,Recommended
"The heck you looking at in the review section? Its Resident Evil 4 for christ sake! You know its good, what are you waiting for? just buy it and play again for the 9th time already!",Recommended
Theres nothing about this game that hasn't been said before really.,Recommended
"I used to play this game on ""Wii"".Nice game indeed and i really love it,so i buy this on summer sale.\nI expected that the controll is same as PC RE5,unfortunately it didn't.If you move your mouse,Leon doesn't turn.Instead,you need to pressing ""A"" or ""D"" to change Leon's direction.The game is good if you play it with controller, but i think it is so uncomfortable to play it with keyboard and mouse as the same control setting as ""Wii"".And the highest mouse sensitivity is not enough for me.",Not Recommended
"This is the third time I purchased this game and I just can't get enough. The reason I got this again on Steam is for the HD mod that is coming out soon. Capcom should be ashamed of the so called ""HD"" version they released. RE4HD are doing such a great job of the proper HD remake and anyone with this game should be checking them out.",Recommended
"It's extremely unpleasant to play this game on a keyboard. Camera and character are independent: moving the camera around doesn't make Leon turn around, and the camera automatically reajusts everytime you move. So it's a tour de force just to get to move and look wherever you want.\n\nBesides, this game didn't age well. I bought it remembering the good old days I used to play it on PS2, but now it seems a patchwork of silly missions, unintelligent enemies and linear maps...",Not Recommended
"If I could have intercourse with one game, it would be Resident Evil 4.",Recommended
"One of the greatest games ever printed to a disc and released digitally. If you want a comprehensive review, do a brief google search and find a limitless number of reviews praising the perfection that Resident Evil 4 has to offer. \n\n*Mouse control in this game is real bad. Use a controller.",Recommended
nostalgia,Recommended
Best resident evi game 👍👍👍,Recommended
Good old times.,Recommended
The best RE game ever made right after RE2 and RE3 <3 \n\nANNNNDDD still Better RE7 game WAY better xD,Recommended
ntap soul !,Recommended
Its Good Game,Recommended
"I've played 2 resident evil games ever. This one on PS2 and the original RE on PC. Of all the RE games made, this is one of the games they did RIGHT!, so I bought it again on Steam. Great characters, great story, great gameplay....it's just so good. Inventory management system works, varying weapons and you actually need to manage your ammo..who would of fkin thought. More content even unlocks when you beat the game, what more could you want. One of the best RE games ever. RE5 and 6 are this games bitches.\n\n10/10  Merchant is stil #1 MVP",Recommended
"I can't start the game as a windows 10 user. This sucks man, I loved this game when i was younger but it will not start, all i get is a windowed black screen. The sound works, the steam overlay works, but no graphics process.\n\nGeforce GTX 1060\nIntel i7-6700\nWindows 10\n",Not Recommended
"This game gave me many things. PTSD, a fear of chainsaws, a extreme hatred for Salazar. But it gave me a great time. The only problems I hated was Salazar's boss fight, and the game crashed like 3 times. but Otherwise this is a great game.\nI also should say I'm a terrible escort and protector, sometimes forgetting about Ashley, or just flat out abandoning her. But great game 9/10.",Recommended
Still fun to play and also one of my favorite resident evil game!,Recommended
"""Leon!!!""\n""Leon! Help!""\n""Help! Help me, Leon!""",Recommended
"This game is great when it works but it doesn't work all the time. Constant crashes in the same areas, having multiple issues on different hardware. Your mileage may vary but after a few hours and a lot of back-tracking from crashes I gave up on it. Install the HD texture pack though, makes the game much better.",Not Recommended
Fucking Regenators.,Recommended
"[h1]This is the critically-acclaimed best Resident Evil game in existence? Umm ｢(ﾟﾍﾟ) [/h1]\n\nFor a game like Resident Evil 4 back in 2005, I can see why it would have garnered praises at the time. However looking at the game now, it is much easier to see a lot of its flaws. It is a fairly decent game, but I would find it very questionable that it would deserve the ""Best Game of All Time"" award. \n\n[b]Good[/b] (*´▽`*)\n[list]\n	[*] Gun variety. There are plenty of guns to choose from and to upgrade.\n	[*] I love Leon lol XD he's a very humorous, likeable protagonist.\n	[*] Pretty good cast of characters. Whether it's the good guys or the villains, none of them I find boring. Even the merchant is freaking fantastic. Personally I believe he deserves to be in all the Resident Evil games.\n	[*] Pretty decent port, despite some hiccups. \n	[*] It doesn't happen often but there are genuinely scary moments of the game that captures the horror atmosphere in the game just right.\n	[*] Frequent save locations\n	[*] Final boss fight was pretty badass.\n[/list]\n\n[b]Not so good[/b] (๑´╹‸╹`๑)\n[list]\n	[*] I'm not a fan of the camera controls however given the console it was released on at the time (The Gamecube), I can see why the developers used the control scheme that they did.\n	[*] Absence of a proper story/plot. Seriously, was there even a plot or story in this game? \n	[*] O.M.G. (￣ ￣|||) The puzzles. Half of the game is puzzle solving, and they're not even that fun in my honest opinion. I'm thinking it was a way for the developers to pad out the game's length.\n	[*] Babysitting Ashley can be a chore and she's the least liked character. Fortunately she's not always with Leon during the entire game.\n	[*] You can't turn on English subtitles. Only if you set the game in another language. [b][u]WTF![/u][/b] ლ(ಠ_ಠლ) That has to be the most stupidest thing I've ever heard. [b]1)[/b] Audio in games and movies are never perfect for me, so using subtitles to pick up on everything everyone says is essential. [b]2)[/b] That's really a middle-finger to those who have partial hearing impairment.\n	[*] QTEs can be a bitch. There are about two QTEs (Quick Time Events) that are near impossible to pass since you have to press the button at a ridiculous speed. Say goodbye to your controller and say hello to finger fatigue. The reason this is so is because of the game being increased 60 FPS, hence having to press the button at a ridiculous rate per second. Therefore setting the game at a fixed 30FPS solves this problem. Be warned though: 30FPS in this game feels really slow. Also my automated key presser program doesn't work for the QTEs, so you may rule out using automated programs.\n	[*] You're going to need to rely on help or a walkthrough a number of times since a number of puzzles aren't obvious and can make you stuck. Not only that but you'll find that certain bosses can only be killed in very specific ways or else you will be wasting your ammo. Which brings me to:\n	[*] Difficulty. I'm playing on the game's ""easy"" mode and there's a number of times I take notice of how difficult it is for an easy mode. Easy modes usually have you breeze through the campaign, however this game felt like the normal mode of any other game. The fight with Salazar literally had me use ALL of my ammo and [b]he still wasn't dead![/b] (This pertains to bosses only being able to be killed in a specific way).\n[/list]\n\nFor a game made in 2005, my rating is: \n[b]8 / 10[/b]\n\nWithout any leniency, I would honestly give it: \n[b]6 / 10[/b]",Recommended
"i bought it, downloaded it, excitement intensifies and it doesnt work.",Not Recommended
wtf it doesn't support my wii controller 3/10,Not Recommended
E M I L Y  I S  A N N O Y I N G .,Recommended
One of the best games to play on PS2 !!,Recommended
Best game in the franchise for solo experience,Recommended
Poorly optimized for lower end systems even if we run above the min.,Not Recommended
"[b]Pros:[/b]\n[list]\n[*]Undoubtedly The Best RE game\n[*]Challenging gameplay\n[*]Very high replay value\n[*]Decent graphics\n[*]Finally 1080p @60 FPS\n[*]Variety of game modes\n[*]Leaderboards\n[*]Mod support\n[/list]\n[b]Cons:[/b]\n[list]\n[*]HD my ass\n[*]Occasional fps hiccups\n[*]Frequent audio stutter\n[*]Seperate Ways mode cutscenes aren't HD\n[/list]\n\n[h1]I have no idea how I even played this game back when it was first released, it's pretty hard\n\n9/10[/h1]",Recommended
ITS A GOOD BUT ITS  BAD  WHEn U HAD bad PC\n,Recommended
"I bought this game on the gamecube, ps2, wii, xbox one, and on here. \n\nEasily one of my top 3 games of all time, if not my #1.\n\n10/10 would buy for Nintendo dreamgus in 2037.",Recommended
< FIXED 30 FPS >\n< FIXED 60 FPS >,Not Recommended
"""GET THE FUCK BACK""",Recommended
It's good.,Recommended
Best game of all time forever.,Recommended
"Resident Evil 4 is that Skyrim-type of games that the developers like to milk releasing enhanced editions and editions in new consoles and it works, cause they are awesome games!\n\nI think most of us have played it in PS2 and we know what we are buying. The port is awesome, the game runs well and I didn't have any problems with glitches whatsoever.\n\nIf you've never played it I'd suggest you should give it a go, its one of the best RE in the franchise!",Recommended
"Cannot run it without horrible frame drop / slowmo once every 30 or so seconds on a 7700k and a 1080. There doens't appear to be a fix. Sad, I really wanted to be able to play the game. Should you buy this, don't get your hopes up. Just know it may not run well on your computer.",Not Recommended
"My favorite of the more action orientated Resident Evil games\n\nThe areas and enemies are very engaging and i really love the characterisation. the game has QTE'S but here they feel awesome because they lead to really intricate and varied death animations. the treasure hunting and combining is fantastic i love the idea of trading in early for a quick bit of cash or waiting and finding that last gem and combining them to make a fantasically valuable item.\n\nthe game running at 60 fps is a delight and with some blur and other effects it makes the game feel much more up to date with the times, although some of the reloading animations still seem to be at 30 its reallynot a big deal at all.\n\nLove the game i would highly recommend even all these years later.",Recommended
my game did not work properly why is that well it happan to the others one that I have bot I pay money to play this game why it is not wrking correctly hello some please help me.,Recommended
"Hot damn, this game is utterly fantastic. Just one of the most finely crafted games in existence. If you like literally any action game ever made, you will love this game. It is the proper mix of tense, fun, and satisfying. I want to state that I have no nostalgic ties with this game whatsoever, which should show how well it holds up to this day. You don't need to be a Resident Evil fan, you don't need to be a horror game fan, you just need to love games and the work that goes into them. Please play it.",Recommended
"One of the best horror games to date, along with one of the greatest games of all time. A step in a different directions from the other Resident Evils with the over the shoulder gameplay along with alittle more action but dont let that throw you off, still scary as sh*t. This may have been the start of Resident evil's decline in games (not anymore with RE7) but at least they fell from a very high fall.",Recommended
wow the pc controls are bad,Recommended
"Resident Evil 4 is perhaps my favorite Resi game out of the whole franchise. The gameplay is fun, the graphics have aged well, and there's also mods to install too; which adds to the game's replayability. Although the game is quite short, I've played through it a few times and had such enjoyment out of it. I fully recommend Resident Evil 4 at its full price; I say it was worth every dollar I've spent on it.",Recommended
I've spent thousands of hours playing this game across countless platforms.\nWorth every hour. Worth every penny. Favorite game of all time. 11/10.,Recommended
"Not going to say much just my favorite ever Resident Evil game. Hell if anyone gamed on the playstation 2, Gamecube or original xbox im sure you already played this game. If you didnt well you shouldn't miss out on one of the best games of that console generation. Buy it!",Recommended
the best resident evil game in the series in my opinion.\nHigh replayability.\nGood story.\nNice pacing,Recommended
Favorite game of all time. Played it through tons of times and it never gets old. Would reccomend if you have the money to buy it.,Recommended
Very cool old school game with interesting gameplay,Recommended
"Pretty cool survival horror, I don't know if it's a good port because I never played the original but I had a good time.\n\nI didn't experience any bug either.",Recommended
HI i would like a refund on this game. Can anyone help me with this? The game only plays in slow motion on my pc. I have high enough specs to run big and heavy games. Yet this game runs in slow motion. Please help as this is £15 wasted!!! Thank you,Not Recommended
"This is one of my favorite games. I've put a ton of time on the PS2 version. Like, the game I've played the most on PS2.",Recommended
"This is a perfect game. I have beaten this game 6 times now on gamecube, wii and now pc. This game is perfect. There is no argument otherwise.",Recommended
"I don't really feel like there's much of a point in reviewing this game. If it's something that has ever interested you, you've likely already played it. But I feel this port deserves a review simply because of how competent it is. I\n\nThe game's a fucking masterpiece, first of all. I just need to get that out of the way. It may be my favourite game, and I have it on four different platforms. The Wii version is the best due to its control, but this is the second best. How this game manages to be so fantastic despite being a giant escort mission is beyond me. \n\nAnyway, on to the port. Should you play this if you already own the game on another platform? I would say probably. The mouse and keyboard controlls are actually pretty damn good. They take some getting used to, but after that they're fluid and intuitive. Except the menu controls. I have no idea why they decided to switch everything around so drastically for the menus, but the controls for the menus aren't great. That said, though, they are fairly simple to get the hang of. \n\nI would certainly recommend this port if you don't have a Wii. It's one of the better PC ports out there. \n\n",Recommended
8.0,Recommended
10/10  I learned how oraganize inventory and slash people's faces with a knife.,Recommended
"This is honestly one of my top favorites when it comes to Resident Evil! Quite a while ago, I had purchased the Steam Controller from one of the game stores in my city and I didn't know that it was good for any other games except for the Lego ones; but I was wrong. This game offers complete controller support which I really enjoy! It's like back in the day when my brother and I used to take turns playing it on the PlayStation! I seriously have nothing bad to say about this masterpiece of a game! The graphics are great, the controls using controller OR keyboard are pretty good too and I haven't come across any glitches or bugs so far! I give this 10/10",Recommended
"somewhere i have a problem with ""x"" , it is not work !!",Recommended
An old school Horror Thriller 3rd person shooter Remastered in HD quality still capable of sending chills down your spine with a very deep story Line and loads of weapons and upgrades that make it all that much more of a one man army style game. play it with the lights off too....,Recommended
"The best Resident Evil title, a lot of replaybility!",Recommended
no,Not Recommended
"Still one of the best paced 3rd person shooters available. \n\nSince you can't strafe while shooting, the emphasis is on precision aiming rather than mowing down hordes of enemies - making it more of a cerebral experience. \n\nPlus, the campy Capcom style in the game's cutscenes is hilarious to me, and wraps up this package with a neat little bow. \n\n5 out of 5",Recommended
"I had Resident Evil 4 when Ps2 was around. back then I was younger and well wasn't the best player in the whole world so of course I got stuck often. and I had to repeat levels over and over agian. Though as a kid I loved this game. From the main characters to the storyline is what made me love it so much. (I even wanted to be like leon as a kid) Forwards alot of years I got steam and saw that Resident Evil was on here so I put it on my ''Wishlist"" and I put it at the top for I wanted to replay and rekindle old memories as a kid.  After some time I got the game and boy did i have fun! This time i beated the game!! (i was a kid back then) and well it was just so fun redoing the levels and then going farther then before and exploring and dieing lots lol.\n\nSo in the end im vary happy that I got it in the end for a second time :3",Recommended
Let's send a guy with a pistol and some herbs to save a president's daughter.\n\nWorth it! Buy it!,Recommended
"the port is hot trash\ngame runs in slow motion on an RX480. after making a new user account on windows 10, I got it running at 60 with completely random slow motion in certain segments. Whenever I switch monitors to my TV it runs in slow motion again. It's quite obviously a vertical sync problem. The game also has random flickering textures/water. It's not my GPU dying, because it's a brand new GPU that's been running everything else perfectly fine. I can run RE7 on ultra but I can't get this running consistently. You're better off just emulating the ps2 version, save your cash. Other than that it's the same RE4 that we know and love. My biggest complaint about the core game is that the last chapter is a steamy turd, but I guess that's the case with every RE game(and most capcom games in general). completely rushed and convoluted at the end.",Not Recommended
Legendry! \n\nWill play again when Recommended HD graphics mod project is fully done!,Recommended
great game but the controls gave me Zika virus 2.0\n4/10 zika didn't kill me,Not Recommended
Love it,Recommended
\ndoesn't work\nerror,Not Recommended
"Was thrown back by an explosion from a stick of dynamite causing Leon to just barely be able to see up Ashley's skirt as his helpless body landed. She clearly felt reprimanding Leon on his perverted tendancies was more important than concern for his state of health.\n\nI for one thought this was a solid game mechanic, 9/10.\n",Recommended
"One of the top 5 RE games, love it!",Recommended
Game is lit,Recommended
I have always loved this game. Everyone should play it atleast once.,Recommended
"TD;LR:  As a game, Resident Evil 4 is cult classic and a very rewarding survival/horror experience that needs very little explanation.  As a port and “upgrade” to the original experience, the game does mostly right and a few wrongs, but overall it is a better game because of it.  Updated graphics, a 60 FPS experience, and some other, more minor details have brought this game up to modern standards from its PS2 days.\n\n\nI don’t consider myself a fan of the survival/horror genre, especially of newer titles which, to me at least, rely on appalling amounts of gore, cheap jump-scares, and cliché gameplay mechanics.  This game was an exception, being the only survival/horror I had played for a time.\n\nResident Evil 4 is (broken record warning) a survival/horror game placing you in the shoes of Leon Kennedy, a survivor of Raccoon City, who has been tasked with finding the president’s daughter.  The game emphasizes resource and hit management as ammo and health items are uncommon and rewards exploration which can result in finding more of these items and then some.\n\nThe game starts you off with some basic items, a handgun, some ammo, and a med kit, and immediately places you in the middle of the action.  Combat must be done quickly and precisely as allowing yourself to be overwhelmed is a quick way to end the game and wasting all your ammo will have you resorting to the knife which is not an easy experience.  Items like weapons and your inventory are upgradable, so you can make your weapons more powerful and your inventory larger.  The game does a nice balance between regular combat and boss fights, where fighting common enemies is where you should conserve ammo and bosses allow you to be more generous in ammo usage.  The story is told in three acts, taking place in three [i]very[/i] expansive levels with hidden clues, items, and other treasures.  \n\nAs a game, it does survival/horror very well.  The mechanics like limited ammo and massive damage from enemies create a very real fear of death in the game whether you are facing a horde of Ganados or a boss like Salazar.  This fear is what makes Resident Evil 4 so great, in my opinion.  I cannot tell you how many times I had to put down the controller and take a breather because I had come within inches of having to restart the level.  There are not many games that can do that and do it well.\n\nAs a port, this game is done well compared to other ports PCs have gotten in the past.  It actually works, for one (No, I am not referring to a specific port here…I don’t know what you are talking about), and provides a few extra options you would expect from a regular PC game.  Graphics options are limited, putting low-end machines at a disadvantage, and the graphics are not as upgraded as you might expect, though they have been cleaned up.  I recommend a controller while playing this game as the keyboard-mouse controls are a bit unusual and a controller provides a much better experience for this game.  To top it off, the game runs at 60 FPS, but there are other framerate options if you have a weaker machine.\n\nResident Evil 4 does well in both respects and still provides great gameplay.  Veteran players will find the game to be as enjoyable now as it was back in the PS2 days, and newcomers can expect a unique survival/horror experience.  Until next time, GG and Good Hunting.",Recommended
"This is a really, really shitty port of a pretty good game. Note: I am completely used to tank controls and have never had a problem with the controls of this game in the past however, the controller settings in this game is terrible and I couldn't get them to work at all. Reallly ruined the game for me. Get RE4 on Dolphin instead.",Not Recommended
The regenerador still scare the shit out of me,Recommended
"Still one of the greatest games of all time! From the cool rewards and bonus games to the sick guns and the behind the back hit zone aiming system, this game has stood the test of time. No Resident Evil game has come close to this masterpiece. There is plenty of replay value here guys. I've beaten it 50 times now and still not tired of it.",Recommended
